76.732517	77.250000	अ
77.416780	78.070204	आ
78.250000	78.594830	इ
123.017143	123.520726	अ
126.492154	127.969524	आ
130.294422	130.739229	इ
133.488617	134.951474	ई
137.635556	138.085442	उ
140.483628	141.931973	ऊ
144.026122	144.788027	ऋ
146.750000	148.484354	ॠ
150.183764	150.877460	ऌ
154.039728	154.723265	ॡ
155.674558	156.437914	ऌ
158.867302	160.000000	ए
162.549116	163.445261	ऐ
166.211338	167.508027	ओ
169.605805	170.750839	औ
172.712925	173.469025	अं
175.687982	176.409252	अः
190.126440	190.634376	अ
191.000000	191.447619	आ
193.503492	193.905125	इ
194.070930	194.654875	ई
196.555828	196.979955	उ
197.242268	197.846349	ऊ
202.786395	203.209433	अ
205.592381	206.141678	अ
206.304218	206.788934	इ
207.037098	207.579138	उ
207.659683	208.183583	ऋ
214.475465	215.321542	आ
215.367982	216.250000	ई
216.309841	217.139955	ऊ
217.160272	218.171791	ऋ
245.896417	246.459501	अ
248.691519	250.052789	आ
268.838458	269.365261	ऌ
271.648073	272.434649	ॡ
330.978685	331.676735	ए
331.872653	332.662132	ऐ
332.846440	333.648980	ओ
333.750000	334.416689	औ
386.710930	387.155011	अं
387.575873	388.134603	अः
423.792472	424.337778	अं
435.356735	435.821134	अं
438.415238	439.169887	अः
450.710930	451.424943	अः
457.203810	457.925079	अः
475.693424	476.431383	अः
491.107846	491.539592	अ
492.148390	492.631655	इ
493.299955	493.860862	उ
495.557370	496.250000	ऋ
504.261950	504.602268	ऌ
510.678639	511.384671	ए
511.420952	512.102313	ऐ
512.174875	512.822132	ओ
512.854059	513.421497	औ
522.595556	522.938050	अं
523.166621	523.627392	अः
536.917914	537.334422	अ
539.057052	540.229660	आ
541.053968	541.424762	इ
542.733061	544.253243	ई
544.791655	545.250000	उ
546.500000	548.000000	ऊ
548.612063	549.298503	ऋ
550.392744	552.000000	ॠ
552.694422	553.175510	ऌ
555.400272	556.152381	ए
557.066304	558.012880	ऐ
558.750476	559.748934	ओ
560.448435	561.326440	औ
562.259955	562.851701	अं
564.031383	564.575420	अः
